,agent,train_block,train_nll_hybrid,val_nll_hybrid,test_nll_hybrid,train_nll_lr,val_nll_lr,test_nll_lr
142,34,1,73.32492696181569,35.569768835749215,70.41703960458541,67.24191180719224,39.35965664928825,79.50849083109374
143,35,1,82.93545013619448,60.02757069166849,51.29973952677008,79.65893339214603,61.074797139420255,68.88090693821256
144,36,1,137.2965171855579,87.0878618473036,87.0715091328998,131.05755132897684,100.85316646630537,96.72867555692542
145,37,1,104.57613895110833,86.08046196660199,74.86409209587266,103.51949280262905,97.63245493757823,88.41844078242342
146,38,1,133.33178866145636,79.63312540382158,83.55920831950266,132.69630650092853,81.24761086770805,82.20790134568901
147,39,1,49.83856237548861,100.50233870784699,59.653004714560396,48.85176558827916,115.3157905169452,53.79052437894659
148,40,1,113.82197446770141,48.83490519497556,85.76750450560499,107.55578194159177,47.80814781245998,98.7661698848892
149,41,1,41.38173125596203,48.00435808177043,28.87294140354557,49.38032113888269,62.28559459523141,39.1764617613562
150,42,1,138.1029944807364,81.52345344561772,79.34982229945449,138.38513477703543,81.65290302100534,81.85011425978016
151,43,1,65.5861559272665,31.00622275575008,43.30795838327936,67.8333338825184,32.47117322698575,46.49696251891147
152,44,1,122.97500732142365,54.79811930173293,87.28579695011469,128.2303216682016,59.66446496218938,86.79346429730398
153,45,1,33.141892383279924,55.90304842250292,73.86996144011782,38.330915832640855,59.88367752776612,81.65485141452271
154,46,1,91.04652113977382,72.66060894821842,74.1255441346884,100.60201633741147,74.35726131321712,77.96448008415614
155,47,1,34.36389361908993,105.21118656031149,90.34850668756397,36.5111609241373,152.48390330224524,140.15760599733957
156,48,1,99.63439381633603,94.56800150717221,85.62871443054384,95.66646952719802,117.88897064936769,97.08446999396507
157,49,1,125.01343911271971,59.10627957951088,82.70217342240461,123.40560934395334,99.2733806613192,90.80194875063395
158,50,1,31.352448889024693,47.01056454562877,22.28383323807472,37.375549205030936,50.25423570032696,22.346254017116223
159,51,1,133.12733006524138,81.04905808112144,85.50917242719447,129.29350515197956,84.781688782407,86.42579156432078
160,52,1,77.52826718092729,28.088150596623915,11.14043380094369,71.63245971073762,37.82012465750627,18.825253943482913
161,53,1,133.83679777196124,82.71588405372364,78.70970997943162,135.10175228007537,82.53815780895852,84.13148399354414
