,agent,model,train_block,train_nll_hybrid,val_nll_hybrid,test_nll_hybrid,train_nll_habit,val_nll_habit,test_nll_habit,train_nll_kdh,val_nll_kdh,test_nll_kdh,train_nll_lr,val_nll_lr,test_nll_lr
231,231,kdh,0,326.87774750915344,339.23383429884797,373.8170229370287,328.1429293540175,327.24794102564397,329.42371927804317,216.7245106618671,200.8223147949505,208.11121033740483,231.9864751843478,247.05879914516584,239.95262059413204
232,232,kdh,0,343.2162732016209,346.58142358698797,346.5934003474142,343.59226442348944,347.2783609551062,346.0751356735477,314.6923953764602,316.0895703732167,316.62117997522,315.22571565618523,345.5806095749738,356.0478983808009
233,233,kdh,0,336.01205084426135,340.00253738408,339.56814711752367,335.8703852031981,340.43321714349497,338.2089868675207,301.2815425985424,330.74335739586127,308.7738380195773,304.13368120991106,343.40125892528704,339.3483624542535
234,234,kdh,0,346.5638107957322,346.51219128652383,346.6292825268182,346.57349027998276,346.57349027998276,346.57349027998276,305.8901633432513,316.9557364365014,307.94960892728386,311.6020321269374,345.9674230140916,337.50558190472316
235,235,kdh,0,288.4504465796309,291.5218128049034,315.2283029563355,283.69771415912726,287.80529319944213,269.71609560189074,279.2904403917277,283.8393082648722,264.00691839970204,262.56544053442474,279.98412777110354,263.62292903040475
236,236,kdh,0,298.4796647299123,296.164683356685,293.7095702646852,301.3374301980286,292.9425574149308,291.6811377203136,204.82441768768945,213.03985067483708,205.94558058524387,207.99986257570885,260.1270328340423,251.2406104683101
237,237,kdh,0,285.4042235284736,325.79673601730684,290.882665844416,283.70625144626285,306.97772276970863,286.6714858689477,276.9964829719536,298.5769659467546,281.41986932903205,254.92073827692542,303.56773107786057,282.9334357989277
238,238,kdh,0,309.6169765276386,327.25086015767795,315.297946706461,307.69946697554917,301.37249837106225,313.68378965554666,271.12423598362034,268.1504781540856,287.7645206287558,276.90776821471877,293.8222857000155,309.01223825683974
239,239,kdh,0,345.5517999044826,346.9227213922786,346.7598066631082,345.9998644798577,345.5711678975028,345.36909567854764,161.54781602679503,148.79118022163917,170.29974718972284,166.78354219957262,186.92233711276444,206.80684475118863
240,240,kdh,0,342.40100175697637,346.41604756384936,346.57540937892236,341.279652977366,339.9401409491573,343.3244631033183,204.72717617761202,197.82959005426432,189.630810278342,217.1846514409969,218.1517918219692,229.10718282430705
241,241,kdh,0,241.19272873971423,251.31896334592983,257.26005444983286,241.36273387138255,234.83017721445088,252.99836003113313,216.55459703860407,203.72982972710767,218.3303517160412,215.72825676124057,228.74541247386458,246.32410832794164
242,242,kdh,0,346.57349027998276,346.5372717362878,346.61967434739637,346.57349027998276,346.57349027998276,346.57349027998276,141.69378982101273,136.85748724634686,137.65585218261845,142.98692931465303,164.80669953957002,162.51027397311637
243,243,kdh,0,346.57349027998276,346.57349027998276,346.57349027998276,346.5645706049227,346.29610118008895,346.5593210865842,322.4647502777305,330.9548425793531,331.27841581773373,317.1015752669548,350.5310671536972,345.87138639398125
244,244,kdh,0,336.6196029397856,335.19177301110375,338.499991129067,337.47432445402717,336.3184537510431,334.70407471518035,151.6707968772571,146.4402606694365,152.42543290438468,144.359454342966,177.49972905681733,190.7782532330209
245,245,kdh,0,345.8810647917917,347.31776609652064,349.08231798738467,346.57349027998276,346.57349027998276,346.57349027998276,194.52562876219397,199.49615491916268,194.8734488410348,197.69781601949904,245.54495395294245,232.34904918473944
246,246,kdh,0,323.39600577419446,339.19942156011314,340.2146241009186,322.6017593127233,328.16744217680423,328.03929716976495,166.7782277163803,186.19398872389468,167.6515075818266,169.75475901000254,228.71347801966044,197.80791573133334
247,247,kdh,0,241.46584964153632,278.446477844096,269.8955499026347,232.4293664710812,251.90164445496313,252.05356013275497,213.23824981054628,227.80836435113298,240.82064363544944,200.15509487888852,253.9727157240049,246.7039263757078
248,248,kdh,0,345.5166382165564,346.598142016472,346.5453980483254,346.57349027998276,346.57349027998276,346.57349027998276,256.92397981837405,259.7191986190725,287.51420380451134,255.70914736578612,307.07612758691704,335.54202194861796
249,249,kdh,0,330.7280865202762,324.5950167839243,339.3334462197306,332.2516320741199,327.0320344599484,335.4598297328016,296.47609337900815,286.7238205658706,283.005621901012,284.92370019988823,327.8226116414303,333.65095840785744
250,250,kdh,0,345.886405123582,346.3621334737726,344.5314633983394,346.57349027998276,346.57349027998276,346.57349027998276,315.6501677652518,315.8139377950213,323.7036633641684,317.9959410355444,343.84915636415394,347.55757956440965
251,251,kdh,0,314.3197750915793,340.15812594423335,331.2511797407432,315.22381950563374,327.9099642976256,312.70752800218247,305.1784594089658,307.4795173704244,298.86531627699253,294.98043741668596,320.7360001149774,311.76460518050357
252,252,kdh,0,346.57349027998276,346.4607205432215,346.57327636891375,346.1321387598251,346.6130517283999,346.67190321941735,344.8268373260397,345.851301771222,346.29974555998535,326.393056719068,349.86595247900163,354.01465856069507
253,253,kdh,0,345.9007032668746,346.5573415721444,346.5357399904349,346.48852104374726,346.57758220026403,346.46773542579064,128.55949641465648,104.24892418563145,144.86287718912314,127.95913609729536,126.54312981937098,170.82567700772495
254,254,kdh,0,342.31253258046894,346.396932287046,346.41801820896114,342.7484510893054,346.1901552804642,341.5210189217918,245.72945383240602,247.2856351527263,237.14937901546685,242.5043408309664,290.1003944423304,294.74496103549654
255,255,kdh,0,345.1766525673287,346.1427594285133,347.5082759557001,346.13102509859937,345.86737706549,346.20559547369965,186.0323081601435,137.71794599814166,146.3616199233337,188.94417574488224,170.01110800109888,163.37711718389596
256,256,kdh,0,325.2700743307227,328.9730380237725,318.2589938940597,327.89174937290096,319.7885462305535,317.3078026838208,238.1238511005132,218.57925652137786,227.27403376866624,249.7754792784178,270.26445984224716,271.27471645664207
257,257,kdh,0,318.0381721258562,318.2029289312071,335.67899696826066,321.18105524338466,313.2798831406237,308.7568601269665,302.1650181566504,300.75480241519074,291.34155647135157,294.59352723845404,322.9935497037776,311.92415376649444
258,258,kdh,0,338.81883739023306,336.311717726811,333.6509047326977,337.1198971649971,327.2410893403986,331.41881903430556,248.61608570539403,281.7092316885568,254.27590216387566,257.53275534808233,309.86014831395187,298.5755396151846
259,259,kdh,0,312.9856129257531,317.13399502971527,319.98065659435963,316.42913403098703,318.25018448379655,320.26464236445463,309.23600421597735,315.48890075093,311.4666455647057,301.18298171051424,316.4188837576264,321.0490700787715
260,260,kdh,0,305.48665123383336,317.67633820783317,320.4034778818402,305.8156582358643,310.2915779910651,310.17923861742196,293.80406644034656,305.9597893327474,301.6772278728422,284.53417055419106,309.1337322935707,302.68912741072904
261,261,kdh,0,324.6250167003634,332.4917462454241,357.74069512740164,325.22061031153567,329.481024302268,330.4011650431975,172.20475441118137,198.1196482908052,209.0352934041974,183.2945556851382,225.24287685224374,246.45875566681858
262,262,kdh,0,346.57349027998276,346.57349027998276,346.57349027998276,346.57349027998276,346.57349027998276,346.57349027998276,224.5625539055933,203.04798233087507,230.01388274229168,238.13682493751264,232.70574120659845,272.8701389418248
263,263,kdh,0,346.5316873674443,346.5819490948592,346.4766897468889,346.57349027998276,346.57349027998276,346.57349027998276,77.04342024363439,49.804886864302716,82.93346158773466,61.13922429079595,52.10810714644219,102.12296947025347
264,264,kdh,0,341.1863035335903,355.92487558343487,359.91642249752744,343.3785759681395,346.5840000072792,345.57500377024115,265.1146896105456,269.80542066594825,278.1447816197149,272.0144706750629,318.96657885310117,333.98229752743026
265,265,kdh,0,181.83052838604857,233.20784158717836,218.01367761545157,185.12288327200332,221.78051465414427,199.69179466339156,172.63375383584497,201.4311847109641,176.2522867125625,159.928554079876,226.0168072007636,193.12522706821662
266,266,kdh,0,345.71565949361457,347.33620528293045,346.88132810453044,346.57349027998276,346.57349027998276,346.57349027998276,346.2773795006112,344.99598046944766,346.42104359462655,334.2488581571754,346.2855921997369,348.66129958429985
267,267,kdh,0,343.8575599454905,343.7402926515911,342.44588958744947,340.9891794101188,343.31934537395205,341.66041722641097,341.5553501111425,338.3239032380579,338.0048081619691,324.46588988544056,340.41921302870196,341.7315177475575
268,268,kdh,0,278.7982072723864,317.0123567718647,308.76953411735633,278.74504093112205,287.83858210542724,298.9317846626135,242.3030913321897,249.92136262648725,263.9014402117086,241.90781589164658,276.44176358443997,300.3975302119279
269,269,kdh,0,346.2365433110704,348.1924674778419,345.34781661779107,346.57349027998276,346.57349027998276,346.57349027998276,313.8126430107826,292.7713013458977,314.3140964177944,322.3589691662348,331.0872839099395,344.87995772868965
270,270,kdh,0,228.92078069394734,243.44314297551733,235.74675860210675,228.88256441226042,235.85218029194863,229.03922191028528,197.31872828447166,199.16813653958758,197.5319548823722,202.80855863741454,228.50037595835744,220.9328870798824
271,271,kdh,0,346.57349027998276,346.55583471754596,346.5186372054219,346.57349027998276,346.57349027998276,346.57349027998276,286.5283585657248,294.8961012581538,299.0799715362155,292.27133503651976,342.35288131941775,337.2156892826274
272,272,kdh,0,288.49992439361034,303.16863690510644,305.78076200602743,287.7894381945057,302.14401443898805,295.2973591943586,277.5447428328256,291.55497874349976,283.39698704003456,264.15107969482426,301.0103680164552,289.96038121328115
273,273,kdh,0,98.83037867994,127.04020464852778,147.9733005364419,89.05900010916481,109.21838129411307,112.44265557357406,83.97197386709816,106.21832527488846,109.39637158853427,72.2086655279827,114.7430649327168,114.08747300054507
274,274,kdh,0,292.91847995655803,300.0050052460657,284.10007023140906,294.2570147287472,296.4694198976672,285.35179201113954,223.9851243668102,227.0003401529528,225.8791844884085,222.0614712756369,277.0267096796174,274.094347591811
275,275,kdh,0,314.13844583192315,321.63746937107476,318.90066157540286,313.94766356216326,314.4407097040008,319.7891684097735,219.37899509361114,238.33277756286682,230.2987430024126,232.31208623666203,281.54435489594965,273.8633885164358
276,276,kdh,0,345.3381195215705,343.8042106316171,343.95122595781424,346.18434240298393,345.02121628675263,344.3880251555298,324.1258417804388,304.53717965266316,309.99496126477237,321.32736755457177,345.7591497911591,338.4024278739685
277,277,kdh,0,274.97219213578546,298.9593344630133,293.58108504346706,269.81107356068964,273.5092095634006,277.5466864789689,235.70827458318445,219.1067817658991,237.176917938991,238.84729115778077,254.23456253839183,279.7157342262884
278,278,kdh,0,344.4744813328724,345.6959963583887,352.06420596592176,345.38040253148677,344.61270520648236,346.04812334185726,212.05269112429573,227.91700593679317,243.44623565958358,224.06375573258913,276.26273366065436,290.5288196725516
279,279,kdh,0,332.016957717669,347.40407410011767,335.94926764439236,333.38423632318006,334.8937401149624,331.21643334703333,141.1303553510945,138.9543911625086,146.57026582810735,133.84655650408365,164.32585736625126,181.89966598107654
280,280,kdh,0,338.8809833287404,331.59538439656797,335.385530727966,339.1177871933625,332.50171125431723,335.0607765037579,154.95929606191214,178.1635968688255,174.32060769256992,155.2275806476401,212.69691850796022,225.89524122734366
281,281,kdh,0,332.13735122049826,336.2289411253533,317.5593998741648,331.17278777542936,329.4235045539817,312.69359431594177,322.7889755617721,321.09435256643616,302.8569846959475,312.5186854547231,326.4075516710009,312.4214444358587
282,282,kdh,0,346.42545812494996,346.5671433652093,346.6038535026803,346.57349027998276,346.57349027998276,346.57349027998276,256.24780186425255,264.76003759138365,250.12967408036266,267.2961985215296,297.5624208530155,294.21943900935594
283,283,kdh,0,346.35501345943055,346.5784698661189,346.5020372010111,346.57349027998276,346.57349027998276,346.57349027998276,297.853610632249,296.393915508843,294.9342203838329,301.2067616209151,331.7660104017948,334.0427627868547
284,284,kdh,0,346.57349027998276,346.55435550682915,346.55952116467785,346.230342379085,338.7245869934069,346.3659994443717,297.4936736958555,298.8661947916988,322.95853512016583,298.98476390063263,322.7116228458731,351.31431602757704
285,285,kdh,0,335.73149694720587,344.9518593457821,342.8793898552718,337.23157526153136,337.2854922199649,338.9016327038341,232.73948948965193,231.96719726850935,215.8587061739469,238.57147401627174,280.6956307904337,262.80108154834727
286,286,kdh,0,291.5972013828186,301.4424934625507,314.67491457198196,291.14761408547537,294.55687021529974,298.7201252521775,282.5624709996885,286.1550216421726,290.2293261486247,260.6054627546358,290.3669519117427,301.2429027948445
287,287,kdh,0,240.4650432256418,250.33458009904288,277.7617649707024,241.7292250730421,237.19684766088722,249.6040938619177,224.5763342125848,227.72820922189888,240.69436758201272,221.95001718171835,233.32590189388554,242.5302682472055
288,288,kdh,0,286.3885942978342,276.295859736788,290.37782722525435,281.80878745800754,271.3650690453809,277.92551429103656,249.9430061744757,253.62155653524184,239.647784126229,251.88085467745734,265.795306749604,275.8318364167469
289,289,kdh,0,334.4308112289276,331.281114290647,333.9019937508967,333.99681415633086,330.24847799250944,330.81651624696,252.13968956381223,266.91080704685174,246.469016856463,264.528940517097,308.61283028300215,286.0729238552195
290,290,kdh,0,345.5292395899228,343.1556459064577,346.4230521245287,346.34090318909415,344.7307804516644,346.3598150183386,286.07123018211394,296.11486227075517,267.2968051690148,287.62403952826367,344.6240833818091,310.8671840744448
291,291,kdh,0,334.77396219612376,348.2169086054781,363.7626743710833,337.5354244517431,334.0461202226896,329.83839931795546,324.2378813706854,331.7610081069986,315.9146465420168,315.4490097528682,335.10049491734264,330.5755367007641
292,292,kdh,0,334.7951284094314,346.30862313606644,346.80161893823686,336.0420018666852,343.56842046249034,337.6485321462191,166.71750913990056,190.00792926327748,210.9700416211854,170.01294660068748,217.5118255916222,242.71520454961396
293,293,kdh,0,234.26901564495782,267.3770010517362,253.63706957927238,232.1603020576935,251.74370979291677,240.61513298073982,222.18076556012494,235.6576807959312,229.7979068753788,208.36616921779142,244.60713021042847,245.34525969593219
294,294,kdh,0,241.41531983365843,289.068051166208,299.7124994549465,239.3139225758668,251.97121833011067,262.23187226768863,205.81325030668876,227.09397254953518,245.13454526261677,211.4823291694444,252.06710862702656,260.7445140158642
295,295,kdh,0,338.7017686618753,349.62696515777304,342.6033914897978,340.4002569673336,335.7874803761191,342.43649889238094,293.43562465414834,302.0829710546485,302.9659707795771,301.2448995714405,331.3629177867306,331.45630075712614
296,296,kdh,0,329.8464073999285,333.0355189487585,338.0105062227573,331.1409978096153,332.9470715787854,334.5519713359114,261.11339468449614,252.61444866172806,224.52423760624157,275.04310522314444,284.0906873452521,258.1009163704173
297,297,kdh,0,329.39978981678564,332.46468114305566,333.30773068012047,330.3681242402529,332.24386911865173,333.6597657583437,268.80328899028257,249.31733302204557,246.8272870704189,280.37951374962194,296.08888976113815,283.8344980470955
298,298,kdh,0,345.36885761788295,339.50507039080276,355.65905297279596,346.33327886255745,342.5308446447083,343.50049234449295,236.53292575947475,247.8431354499644,236.7483700403702,229.7957841018852,301.1561559544233,285.5463732757597
299,299,kdh,0,277.8618461828658,298.4340719624296,295.3635638422232,275.16604274035274,283.74255136413785,290.02844279988057,257.19515222473933,269.5909463005431,281.2952661944452,242.18298148580354,291.42404073807904,292.0041300488985
300,0,hybrid,2,337.64550780197607,342.0864246148274,343.3367900335463,344.0811040506346,346.1544143934263,346.4946219029505,344.90736415335493,347.8580342753031,345.5508897359846,324.42220200968643,346.67763590366644,350.86197997447846
301,1,hybrid,2,318.5074765657158,332.48819982924266,321.06682532286897,345.7208679346963,345.8710963682346,343.2585670341676,345.6689350379537,347.4952032732729,352.99006590968014,318.2647022773906,343.3635451047331,345.5875477787072
302,2,hybrid,2,231.80900269684753,188.26122408683756,215.13630165064544,291.68327965201513,254.25960436957865,281.24888951720607,346.25337822046265,342.9551091326375,342.3788263992626,233.60297469211537,234.6190321359939,258.02399731281
303,3,hybrid,2,235.71030839100524,251.23171959374008,228.86386490453287,312.4875993626335,311.42924691222674,292.8282989115791,346.30142999889404,348.25414910788044,344.7170189447547,278.3495402793016,303.63951393538554,290.58691645852184
304,4,hybrid,2,320.7857357665972,341.93352776906744,331.1596114022677,332.1621880228576,347.0353451045081,341.19382308763386,344.7711532164267,349.87292137660324,352.229256726862,314.2757127961565,353.43531331082943,351.27585596893533
305,5,hybrid,2,296.7959380538557,293.0957716551683,290.55717730975255,333.3931496735288,338.73904933264055,336.9964401245391,343.0715844939873,355.8021757493403,349.91134580469713,275.1374530287925,318.39891142287024,325.30065659606794
306,6,hybrid,2,159.23649502954078,199.94749539404637,212.73711384290309,204.91452737026202,273.73493246245266,267.24431062499974,292.1135179472607,416.3773831931528,302.30988817364135,160.8955208632672,236.57439555059148,246.52269802727096
307,7,hybrid,2,319.6760079072252,326.9483341805566,313.66118715628414,342.90506827382416,340.62292267684137,333.6706320605709,342.63649918266435,347.28479206769816,349.41505215897814,306.76400096321316,346.1313835696965,345.7988656572393
308,8,hybrid,2,299.0840496883848,293.831962101002,284.29699760200754,333.8596924698986,328.7099076743691,330.7175419506279,339.9981007502541,360.31736830329487,365.4520317280476,303.67949669451343,345.28641571835817,346.14309906301173
309,9,hybrid,2,323.2281809777828,312.46170001645476,346.59723046542877,330.4022590359358,314.65525986668956,346.4135831129514,334.8002715208928,395.59514713026397,351.902260420528,310.08055759607396,408.78119692850623,360.8044254003622
310,10,hybrid,2,267.01703195712855,287.8247135013129,277.77676941645734,293.3089643703603,320.5847035639069,311.89028720702044,338.77249517893006,349.1050692799386,337.4486861235014,262.1045066629832,327.87125862884227,315.1217562191823
311,11,hybrid,2,265.43347017174426,267.56798303806124,272.48282599430274,321.6145157946392,337.52091232975886,331.9706974103657,344.93018864113026,345.2866230516107,351.0666457914843,265.8018874753403,305.26149438315355,297.8514853555146
312,12,hybrid,2,339.67055903540205,345.7200693143314,344.62169718826135,346.57349027998276,346.57349027998276,346.57349027998276,346.05326328293165,346.0691866239098,345.4283317234477,320.66884424458294,349.1466818703338,351.9612911893199
313,13,hybrid,2,319.4249054032956,320.3984591281496,334.74655841595165,338.4365471139912,339.70308302067053,342.947896844582,346.1733835449909,343.2117949714973,346.4935481108505,320.66761834465933,340.20227347091156,346.1462766928981
314,14,hybrid,2,246.60604297570922,250.32719972675557,247.29262205846894,325.42172684806513,330.70392860332396,331.5821864273846,344.35363451853885,348.2240801817252,350.4685160122815,252.9007858740958,277.65367221721624,282.80365110536275
315,15,hybrid,2,343.6196779240582,345.2655505212311,348.37810392810275,346.57349027998276,346.57349027998276,346.57349027998276,345.76463466926134,348.53801152162293,346.229532507976,330.94243515046514,348.49944234333987,347.7794134038132
316,16,hybrid,2,343.6085029663435,340.6048440314529,344.48793828847107,344.54167295978834,346.61599022106475,346.91479829368507,344.48785953378797,350.8896677716776,349.4106323222374,324.7489177393494,343.4042817494219,357.3970498155844
317,17,hybrid,2,251.08049381512592,280.8820748636481,272.36844090359034,286.47810467828344,322.6306725052099,322.964906214003,342.96749004527607,342.899596257486,355.7627936574638,262.73386940514536,317.35623308640595,310.52721050914903
318,18,hybrid,2,343.66574570778187,343.1779048861312,340.3837425288144,346.57349027998276,346.57349027998276,346.57349027998276,345.276368207613,349.17110158902426,347.87285430087917,325.090994358786,347.7714308874772,346.26285956860295
319,19,hybrid,2,295.91188288458625,288.2087735366104,312.5135367204668,327.4873547364012,307.8883011062925,332.4575747558275,345.2110423834803,359.19441627052885,344.552784084034,294.65337194095036,343.001350303504,367.23300206631757
320,20,hybrid,2,298.6382511924402,331.965773028257,314.4623010190553,334.00591569679705,346.86191930154297,345.39656633809483,344.82683732603914,349.01344372484334,344.0111673906195,298.11829429840947,347.35375294030473,332.4865355692657
321,21,hybrid,2,314.97772783815833,330.6250195519108,328.68023527424157,339.9255104963179,348.3968648074198,345.06441726764507,344.4478539856675,351.6339302255179,350.94443641019745,311.0567836192207,350.7934781625576,342.65925526843193
322,22,hybrid,2,276.51404065271754,272.12249113684675,227.4801467566096,322.8483916295311,322.4916361276689,284.22369664050564,345.09188692924494,350.5752202286694,346.1172754454593,269.17774222732754,306.3610427354457,270.0905358305098
323,23,hybrid,2,325.7911727743426,342.4536408672334,344.1983160347522,339.62817302847577,351.2392605245643,346.08650174572983,342.84734508878205,350.65565180243044,351.481794414309,314.8040517542056,354.7409575477029,349.4050583051892
324,24,hybrid,2,97.2314404465414,154.5158367998439,261.83182575955107,96.79698296085795,162.55529282154816,283.5734992501779,126.80401053266742,1169.1264446677123,354.95997950690946,88.52447499212536,497.526916739743,386.57360834839767
325,25,hybrid,2,174.80870292402133,165.18254113564558,181.43944265670444,213.52356949627412,197.79391418805483,218.71160443993978,338.7724951789341,415.7074437818826,324.9158411249034,183.66006568252783,211.21885169248736,229.4353318319823
326,26,hybrid,2,300.32768265849694,308.42391398523716,294.21976961068106,332.536660424169,339.7922488247575,333.41950649453,346.2454150582007,344.96473158061127,344.00446585298096,292.1285275163503,325.66853303326627,331.1011596249794
327,27,hybrid,2,309.8384251748647,314.8999994151459,286.7132763212117,335.8421853358168,339.8594161531805,330.05365753813294,343.6662654053996,345.65087708615226,339.42737476263846,312.1341651550894,333.4513455225168,313.7256964971027
328,28,hybrid,2,320.97365853276597,330.2264824272789,344.3926017355384,337.0359951336068,342.27913335011584,351.5899899869154,345.57258138710046,345.89351935811965,348.29741565099914,309.2087099173831,340.51795636288796,346.95823909640137
329,29,hybrid,2,329.72394278908473,322.56670810909606,324.0305369899183,340.08425625674613,336.6490537642505,332.2900761443373,342.9485661739997,343.3683082581148,340.5367554596686,310.4919533848455,340.72932124874774,337.7352869117861
330,30,hybrid,2,273.085823034495,272.16953602521255,239.6460471997466,326.8957205785313,331.03728864767675,312.2132102855894,346.15735773165136,346.63613642295263,347.4057195747415,278.7109476959338,305.8817234502568,279.41760677393745
331,31,hybrid,2,308.75312683148763,311.53962287170594,310.811223263276,332.5130288667131,338.31615418944284,346.7159048390246,344.5690918355938,352.4432063336537,347.30605355648197,298.94508649115926,343.7283290407945,337.1043827229396
332,32,hybrid,2,204.1909611656456,210.28318520059696,219.25987515866484,299.84571771478016,295.27855031329216,295.61472267915394,345.7969073895118,347.8958227939298,344.050513974553,209.0943578543251,230.4693128660603,243.83375256997408
333,33,hybrid,2,324.1656207361259,329.14185940450596,338.95103021966935,340.88897125454605,344.2886606029354,346.44009119200433,343.64226412526176,344.84043420509977,351.2424638282677,318.11121250340096,340.4956645057463,350.03265405541924
334,34,hybrid,2,335.79761753651803,330.25166870990836,327.9292838573493,346.57349027998276,346.57349027998276,346.57349027998276,346.30142999889506,347.9980536347206,345.27701650903134,322.74474070094277,355.6335319705688,349.75191576177065
335,35,hybrid,2,308.61749582357345,288.2188834470062,285.59993204228476,343.44995719788204,335.65125454613576,328.9926664732469,346.2773795006011,346.90172240385687,345.460286205043,298.45119418374264,318.11642048699906,316.6454177320404
336,36,hybrid,2,180.22414934534143,161.89876766106372,160.75980999248813,267.5625521569965,257.4238389828637,246.51898308729926,346.149283771736,345.3646762648707,344.0516989846047,188.3572736379666,197.73806294367628,197.39603194046316
337,37,hybrid,2,326.2394142088808,302.31676732361313,305.47274758797937,335.909721300495,325.6548410657889,330.776432025741,343.9004502773762,351.06064080549834,346.31070122574545,320.6935563733602,327.0302651069319,327.06316717905247
338,38,hybrid,2,305.2709270145042,301.5745501141656,322.18786600134956,328.9843510827386,343.200512154334,358.42884227639,341.16350510610266,346.00261233092925,356.66969288870854,304.5043931294192,335.11987548605646,355.50194509998556
339,39,hybrid,2,240.41815246745801,251.93706039235474,241.92944623289367,320.5045898952005,317.1326815338376,312.0168291667103,341.30606580731234,343.56948484863165,339.3080890557562,248.57972098072895,279.48183744596406,267.81034429689936
340,40,hybrid,2,258.2541679178018,239.5730107417536,265.9442395409402,290.85605428601116,281.7338466117211,306.3672030794812,340.745986408216,328.93354713803876,365.88954035733065,247.7669269290015,261.63643596001936,296.6892353665352
341,41,hybrid,2,135.43081837339983,131.22042604084987,156.960012338022,227.81633128795278,221.35765420778574,239.89451686344853,346.5094875490364,345.5491943834496,346.57351463670375,160.14157672534304,174.23463252857675,224.9757229483795
342,42,hybrid,2,333.9242114206338,338.51915544334634,347.44063104652156,344.43951626735014,345.88536273233615,346.7433119004889,342.3198176795655,355.7131176626151,354.75344733275625,311.6329456701623,345.6619306185023,350.9485878845277
343,43,hybrid,2,206.75113816521863,233.9120624467522,221.6761266373942,282.7685371005342,311.0598260121276,280.7274300214549,333.31569964096,365.75044588445064,358.385066118057,220.53932971904646,272.793372223212,256.4593031209233
344,44,hybrid,2,346.57349027998276,346.57349027998276,346.57349027998276,346.57349027998276,346.57349027998276,346.57349027998276,346.2533782204629,345.2286835097575,348.0145426945796,317.12124377864575,354.50970535845096,360.6542985346713
345,45,hybrid,2,346.1651827077496,345.9598500565853,345.96026402147714,346.28492489082976,345.7080921008423,346.390681422485,344.8021421872279,343.7574615803406,352.4005828552856,325.8078879179914,346.8352222526245,354.5711756995448
346,46,hybrid,2,320.11919763429955,328.10677245509817,326.5834087366735,338.7827971038387,338.9513458498532,336.05380922002263,345.70062784100384,351.30986926274454,348.3781854342209,312.93254724823873,346.84487739357724,347.96490659463194
347,47,hybrid,2,310.4518198630492,321.4255564624947,322.63322830753293,334.4875151700456,342.29233781316066,347.6229245052126,331.9640477403334,345.1033255919012,349.91263019311464,295.89159082761387,338.2772011793576,333.6923718568433
348,48,hybrid,2,326.7711237924213,329.2398373308669,334.1193168711482,343.98746425229007,342.3043636527463,347.7920373369044,342.22784880005315,357.84382300027653,353.8659008291299,319.6292564533253,353.65952932809716,364.05521358910306
349,49,hybrid,2,279.30579944578915,281.4260478007142,315.28891021578164,305.63575561113333,302.50360668800147,333.40315727999905,341.93512951354376,328.2501974627054,350.146087328515,280.60959046294613,314.0302818386368,343.8984498000867
350,50,hybrid,2,338.7253288270748,338.64837368934275,342.50261437516576,346.57349027998276,346.57349027998276,346.57349027998276,346.5014833663919,346.9814359891658,346.45339948459366,331.28502778314635,343.6867106199622,343.49043711191564
351,51,hybrid,2,341.762946464939,347.30337742318136,346.7593588571583,346.57349027998276,346.57349027998276,346.57349027998276,346.27737950059964,347.1578710121397,346.50184453503834,330.5406283978682,348.0715606610115,361.488558868689
352,52,hybrid,2,229.38978161780648,223.5616484775556,204.37838773645345,303.27212390088073,309.8408018083374,290.8092991316384,346.10927822363215,346.30129899439555,344.5563538094176,249.0153424853753,287.52490916921903,259.92437816802715
353,53,hybrid,2,263.7429076804169,299.7093256160198,282.82805199771644,294.6948614158733,348.65452507284806,313.3240704690255,301.94692638639606,386.7866167280113,443.5528960378618,267.5481525325041,347.1396349712417,371.1888671639526
354,54,hybrid,2,246.07828914228227,277.0797041674244,248.5956854690139,311.7430767978477,328.97021500705574,307.2901924096252,341.0732324017208,339.9622180337341,370.5368675488709,248.5369249987702,304.37406969630274,285.298376401627
355,55,hybrid,2,320.5852385178049,346.02500613483744,336.4765899441869,337.2134383470128,346.2489359512382,345.35935120884176,340.08021547241793,350.53190722233273,350.01756643202236,316.2099769817799,353.56793374575864,350.9991309677763
356,56,hybrid,2,288.6961911143917,313.1545942160749,320.19333505027,310.88463595232116,333.8864022203561,346.8667532278246,320.2323549120086,350.8798641911594,381.0007671919608,286.03283349740207,340.1625376629826,372.6181457534419
357,57,hybrid,2,306.1423234447616,307.01707690735884,312.8571062335813,330.3860692116524,328.7743241097859,332.3210191739082,344.64112334880554,348.09627853290607,342.8933226795642,303.7626304039506,341.6389647599585,345.4117009737529
358,58,hybrid,2,341.49266160613774,345.2011317986887,345.85532171987694,344.4755016831623,347.74881042689015,346.45298793300003,342.6492471959598,349.3435957635003,353.7080431388389,331.6294208936829,352.45150917497415,349.5547921242334
359,59,hybrid,2,235.64151457415588,267.0391521631254,268.26990927313636,280.1264664643163,311.0783049875642,315.28900001680233,331.42044747564756,358.59236565992023,351.4601349327377,232.82758227405202,300.0366708832296,293.1543721577394
360,60,hybrid,2,337.0601437239227,342.1722116944883,336.8257001844947,341.4705783097228,345.4220196296851,334.9576997787739,345.4117141672783,347.9142282885586,351.2861425468983,324.8437072969218,347.121832765422,347.6426167936986
361,61,hybrid,2,298.49618511577836,334.00483466614764,305.8287665271779,318.6388516950025,352.0134726165204,323.70788765101724,331.60736545075207,358.02398740534215,351.3937729907698,297.5392731130953,349.9551288657849,335.24557076191155
