,agent,model,train_block,train_nll_hybrid,val_nll_hybrid,test_nll_hybrid,train_nll_habit,val_nll_habit,test_nll_habit,train_nll_kdh,val_nll_kdh,test_nll_kdh,train_nll_lr,val_nll_lr,test_nll_lr
117,117,habit,0,136.63508964346772,138.37539592011183,142.41790714003014,133.49718236054701,134.41761283845227,136.71868903320663,136.92443138265844,142.39564456998016,140.86731545975232,102.09595728036226,144.44130209433612,138.1151540872484
118,118,habit,0,137.43158847134208,139.8702362632557,142.1302010697088,135.1533227178325,136.65894858451063,141.5286519900314,138.36926660917442,138.24860018048375,138.08903608124695,120.7639955379984,138.16215845075715,146.4874469713768
119,119,habit,0,137.04184658091765,137.80441809391044,138.93726393808703,132.43889798644153,135.83289621511335,139.85806593581773,137.34387807521404,136.37553573354603,142.83106972299458,113.78204109410578,133.84005454416334,162.50436625941296
120,120,habit,0,74.14472412807515,143.00644425798956,155.2343812881041,20.280675936359007,35.82744441640333,24.167368056598022,107.85522829941945,190.0203143197931,176.7289072718684,9.755226079622808,41.27808261122983,33.063119074047975
121,121,habit,0,124.37378724451611,138.59328947943237,130.67288772937474,106.52784398163533,115.9790968625152,123.73353926195858,136.11500807229046,150.879346850533,137.53616638177766,94.00490191671169,131.97070451374336,129.0547596015278
122,122,habit,0,138.6293961119931,138.6293961119931,138.6293961119931,120.76810864842597,124.2814628293435,126.80740345819171,138.04853808038735,138.93013244721016,139.813959083191,105.07224391522709,130.18108897533406,143.1358808595746
123,123,habit,0,130.07846303295537,147.76119218552878,174.56933584737425,105.35046981314127,100.77198052560885,80.3954286768835,131.61943258864855,137.5702220301414,142.45466125629966,82.55852920175258,107.36225796604425,85.88978506149296
124,124,habit,0,138.6293961119931,138.6293961119931,138.6293961119931,138.06353292480227,138.6293961119931,138.6293961119931,138.10855809381158,137.54717213187158,138.38925107529326,124.90181750382445,144.23046795125762,140.5741388310047
125,125,habit,0,138.17493379047488,138.60086061904934,138.60943212225698,133.5111140907228,135.6808089111812,135.56425539313238,135.6886500565438,142.76975603534393,143.75626886777854,112.62584386348199,138.91828506490702,142.06498691942295
126,126,habit,0,42.27579877931002,32.2654308318111,47.918039389820294,44.163912153222824,24.653635477396428,31.785404938365147,45.21537902676843,26.035311799303464,33.79537847753953,29.836895152753385,27.989302313890107,35.23222943348687
